User_ID,Date,Time,Amount,Merchant_Category,Device_Type,Active_Loans,Session_Time
U000001,2015-10-29,23:06:11,2598.42,Food Delivery,Tablet,0,22.89
U000001,2015-11-03,23:34:05,3386.73,Apparel,Mobile,0,11.45
U000001,2015-11-07,22:41:56,1669.21,Apparel,Mobile,0,13.64
U000001,2015-11-17,00:14:00,3093.49,Food Delivery,Mobile,0,10.47
U000001,2015-11-21,21:23:52,1723.87,Apparel,Mobile,0,11.68
U000001,2015-11-21,22:36:21,2771.92,Food Delivery,Mobile,0,21.81
U000001,2015-11-24,23:16:24,1963.54,Food Delivery,Mobile,0,14.82
U000001,2015-11-26,01:42:30,2148.23,Food Delivery,Mobile,0,10.01
U000001,2015-12-01,01:47:03,1790.77,Food Delivery,Mobile,0,12.33
U000001,2015-12-01,23:29:58,1494.65,Apparel,Mobile,0,11.51
U000001,2015-12-03,23:44:56,2503.59,Food Delivery,Mobile,0,12.94
U000001,2015-12-05,23:14:19,2504.3,Food Delivery,PC,0,10.58
U000001,2015-12-19,20:59:55,2300.47,Apparel,Mobile,0,11.67
U000001,2016-01-23,23:45:42,1851.63,Apparel,Mobile,0,21.31
U000001,2016-02-06,23:25:22,1066.81,Apparel,Mobile,0,14.79
U000001,2016-02-06,23:26:42,759.44,Apparel,Mobile,0,12.27
U000001,2016-02-11,00:19:17,2645.0,Apparel,Mobile,0,12.87
U000001,2016-02-20,23:22:05,1034.74,Food Delivery,Mobile,0,14.11
U000001,2016-03-01,21:11:25,2339.99,Apparel,Mobile,0,11.09
U000001,2016-03-01,23:02:02,1707.68,Apparel,Mobile,0,11.69
U000001,2016-03-05,20:06:58,691.54,Food Delivery,Mobile,0,13.89
U000001,2016-03-17,00:04:42,1694.79,Food Delivery,Tablet,0,12.11
U000001,2016-03-17,22:25:55,1351.56,Apparel,PC,0,12.97
U000001,2016-03-29,00:22:24,1761.87,Apparel,Mobile,0,11.15
U000001,2016-03-31,01:10:16,2433.12,Apparel,Mobile,0,13.07
U000001,2016-04-19,20:34:54,2267.08,Apparel,Mobile,0,11.86
U000001,2016-04-21,22:15:57,1109.66,Food Delivery,Mobile,0,14.42
U000001,2016-04-28,23:40:26,2077.83,Food Delivery,Mobile,0,12.44
U000001,2016-05-12,22:58:19,1686.73,Food Delivery,Mobile,0,22.16
U000001,2016-05-17,00:39:02,2392.24,Apparel,Mobile,0,11.39
U000001,2016-05-24,20:06:06,3101.73,Apparel,Tablet,0,20.75
U000001,2016-05-26,23:37:57,1740.62,Food Delivery,Tablet,0,23.58
U000001,2016-06-02,22:40:43,1278.69,Apparel,Mobile,0,13.41
U000001,2016-07-02,23:07:35,794.18,Apparel,Mobile,0,12.05
U000001,2016-07-05,22:35:52,2257.5,Food Delivery,Mobile,0,13.17
U000001,2016-07-14,00:57:22,1909.35,Food Delivery,Mobile,0,14.03
U000001,2016-07-19,23:40:33,806.16,Food Delivery,Mobile,0,13.73
U000001,2016-07-28,21:33:20,2442.22,Apparel,Mobile,0,11.45
U000001,2016-07-30,20:39:16,3029.01,Food Delivery,Mobile,0,11.61
U000001,2016-08-11,00:41:29,2427.59,Food Delivery,PC,0,24.76
U000001,2016-08-25,20:06:48,2074.41,Apparel,Mobile,0,13.68
U000001,2016-09-03,23:18:24,2499.96,Apparel,Mobile,0,22.89
U000001,2016-09-08,00:45:18,3110.36,Food Delivery,Mobile,0,12.87
U000001,2016-09-17,22:48:10,3162.9,Apparel,PC,0,12.46
U000001,2016-09-17,23:29:28,1310.33,Apparel,Mobile,0,22.62
U000001,2016-09-27,21:44:43,2482.83,Food Delivery,Mobile,0,22.17
U000001,2016-10-04,22:56:01,1909.64,Food Delivery,Mobile,0,14.93
U000001,2016-10-15,22:30:19,1120.49,Apparel,Mobile,0,24.05
U000001,2016-10-15,22:41:56,1929.89,Apparel,Mobile,0,11.52
U000001,2016-10-18,23:01:31,545.8,Food Delivery,Mobile,0,12.4
U000001,2016-10-20,21:35:43,1616.37,Apparel,Tablet,0,22.9
U000001,2016-10-25,21:11:26,2119.38,Apparel,Mobile,0,14.56
U000001,2016-11-01,22:49:38,1796.15,Food Delivery,PC,0,11.1
U000001,2016-11-03,22:06:26,1722.52,Apparel,Mobile,0,14.97
U000001,2016-11-12,22:20:31,1521.1,Apparel,Mobile,0,22.99
U000001,2016-11-12,22:35:20,1876.24,Apparel,Mobile,0,14.78
U000001,2016-11-17,00:46:18,2703.5,Apparel,Mobile,0,13.49
U000001,2016-11-22,23:05:35,595.4,Food Delivery,Mobile,0,10.0
U000001,2016-11-24,20:43:19,1276.1,Food Delivery,Mobile,0,12.34
U000001,2016-11-26,22:38:49,1823.61,Food Delivery,Mobile,0,11.1
U000001,2016-12-01,23:06:40,1713.22,Food Delivery,PC,0,12.99
U000001,2016-12-13,01:46:08,2047.28,Apparel,Mobile,0,13.28
U000001,2016-12-13,22:21:18,1761.67,Apparel,Mobile,0,13.61
U000001,2016-12-20,20:55:55,2149.73,Apparel,Mobile,0,10.63
U000001,2017-01-07,21:20:41,2383.36,Apparel,Mobile,0,24.39
U000001,2017-01-14,01:13:52,2375.42,Apparel,Mobile,0,12.91
U000001,2017-01-21,22:22:16,1641.2,Food Delivery,Mobile,0,11.57
U000001,2017-01-21,22:34:06,2347.25,Apparel,Mobile,0,13.26
U000001,2017-01-26,22:27:48,2105.75,Apparel,Tablet,0,12.65
U000001,2017-02-04,22:30:35,1899.45,Apparel,Mobile,0,13.89
U000001,2017-02-07,22:46:37,1864.7,Apparel,Mobile,0,12.79
U000001,2017-02-14,20:54:45,2962.67,Food Delivery,PC,0,10.97
U000001,2017-02-18,21:34:26,1636.34,Apparel,Mobile,0,14.75
U000001,2017-02-23,00:58:01,2176.78,Food Delivery,Mobile,0,12.6
U000001,2017-03-07,21:54:04,1745.74,Apparel,Mobile,0,11.13
U000001,2017-03-23,22:01:04,1569.0,Apparel,Mobile,0,12.05
U000001,2017-03-28,23:10:58,2778.54,Apparel,PC,0,10.06
U000001,2017-04-04,22:59:58,1438.55,Food Delivery,Mobile,0,10.95
U000001,2017-04-13,21:12:14,1990.78,Food Delivery,Mobile,0,14.97
U000001,2017-04-13,23:26:36,2750.09,Apparel,Mobile,0,22.51
U000001,2017-04-15,20:18:09,1437.24,Food Delivery,Mobile,0,23.8
U000001,2017-04-18,01:47:28,1248.55,Food Delivery,Mobile,0,12.06
U000001,2017-04-27,23:25:30,1977.5,Apparel,Mobile,0,12.28
U000001,2017-05-02,00:13:07,1772.22,Food Delivery,Mobile,0,14.92
U000001,2017-05-02,22:27:34,3108.92,Food Delivery,Mobile,0,13.53
U000001,2017-05-09,21:18:10,1996.13,Apparel,Mobile,0,24.64
U000001,2017-05-20,23:25:54,2527.05,Food Delivery,Mobile,0,14.7
U000001,2017-05-30,22:30:30,2620.61,Apparel,Mobile,0,12.68
U000001,2017-06-06,23:23:05,1549.82,Food Delivery,PC,0,13.2
U000001,2017-06-17,23:20:53,2551.11,Apparel,Mobile,0,12.62
U000001,2017-06-20,00:31:57,1315.95,Apparel,Mobile,0,20.4
U000001,2017-07-06,22:08:10,2740.75,Apparel,Mobile,0,14.18
U000001,2017-07-06,22:52:09,2296.41,Apparel,Tablet,0,14.24
U000001,2017-07-06,22:53:10,2080.09,Apparel,Mobile,0,12.51
U000001,2017-07-18,23:41:23,2631.81,Apparel,Mobile,0,12.33
U000001,2017-08-03,22:27:09,2787.08,Apparel,PC,0,12.28
U000001,2017-08-10,23:35:51,1416.36,Food Delivery,Mobile,0,13.98
U000001,2017-08-17,23:59:38,1784.75,Apparel,Mobile,0,20.06
U000001,2017-08-19,01:19:22,1900.5,Food Delivery,Mobile,0,20.15
U000001,2017-08-29,21:42:13,2073.85,Food Delivery,Mobile,0,14.43
U000001,2017-09-26,23:46:44,1073.02,Food Delivery,Mobile,0,23.76
U000001,2017-09-28,23:18:02,1757.09,Food Delivery,Tablet,0,10.89
U000001,2017-09-30,00:16:47,2672.47,Apparel,Mobile,0,24.34
U000001,2017-10-03,23:52:35,952.09,Apparel,Mobile,0,13.97
U000001,2017-10-14,00:25:55,1486.67,Food Delivery,Mobile,0,13.36
U000001,2017-10-26,00:32:50,1912.27,Apparel,Tablet,0,11.91
U000001,2017-10-26,21:21:29,1865.14,Apparel,PC,0,12.46
U000001,2017-11-02,00:43:41,2822.83,Apparel,PC,0,13.6
U000001,2017-11-04,23:56:23,941.85,Food Delivery,Mobile,0,12.21
U000001,2017-11-23,23:34:08,2320.29,Apparel,Mobile,0,14.07
U000001,2017-11-25,23:48:44,2290.84,Food Delivery,Mobile,0,14.61
U000001,2017-12-02,21:09:50,1346.15,Apparel,Mobile,0,14.66
U000001,2017-12-05,23:07:14,1605.93,Apparel,Mobile,0,13.49
U000001,2017-12-05,23:37:32,2826.01,Apparel,Mobile,0,22.33
U000001,2017-12-05,23:57:08,2474.42,Apparel,Mobile,0,10.19
U000001,2017-12-09,21:23:42,1749.37,Food Delivery,Mobile,0,14.31
U000001,2017-12-12,22:28:31,1406.55,Food Delivery,Mobile,0,12.18
U000001,2017-12-14,23:44:07,1826.15,Apparel,PC,0,23.43
U000001,2017-12-16,22:18:38,1163.73,Food Delivery,Mobile,0,22.93
U000001,2017-12-26,22:37:33,2438.1,Food Delivery,Mobile,0,24.83
U000001,2017-12-26,22:57:01,2406.52,Food Delivery,Mobile,0,13.41
U000001,2017-12-30,23:25:48,710.61,Food Delivery,Mobile,0,13.69
U000001,2018-01-11,21:11:31,1724.63,Apparel,PC,0,10.21
U000001,2018-01-18,22:02:12,2242.74,Food Delivery,PC,0,13.62
U000001,2018-01-18,23:12:58,715.46,Food Delivery,Mobile,0,12.82
U000001,2018-01-25,01:53:24,2641.35,Apparel,Mobile,0,20.5
U000001,2018-02-03,22:17:14,1698.92,Food Delivery,Mobile,0,10.14
U000001,2018-02-10,22:14:40,979.53,Apparel,Mobile,0,24.84
U000001,2018-02-15,22:17:18,2217.95,Food Delivery,Mobile,0,11.52
U000001,2018-03-17,22:48:26,1950.03,Apparel,Mobile,0,10.2
U000001,2018-03-27,23:43:53,2828.85,Food Delivery,Tablet,0,10.16
U000001,2018-03-29,22:10:50,1702.12,Apparel,Mobile,0,13.46
U000001,2018-04-05,22:17:21,2274.87,Apparel,Mobile,0,20.43
U000001,2018-04-05,23:31:08,2451.45,Apparel,Mobile,0,22.21
U000001,2018-04-19,01:18:48,1755.62,Food Delivery,Mobile,0,13.93
U000001,2018-04-21,00:30:37,2293.38,Apparel,Mobile,0,14.6
U000001,2018-04-24,20:32:04,2624.45,Food Delivery,Mobile,0,11.69
U000001,2018-05-05,20:39:11,1521.46,Food Delivery,Mobile,0,10.73
U000001,2018-05-05,22:50:05,1748.65,Apparel,Mobile,0,12.12
U000001,2018-05-10,23:13:35,2147.26,Food Delivery,Mobile,0,11.8
U000001,2018-05-12,01:22:23,2012.8,Apparel,Mobile,0,10.52
U000001,2018-05-17,20:25:59,2006.05,Food Delivery,Mobile,0,13.15
U000001,2018-05-19,01:08:55,1134.68,Food Delivery,Mobile,0,11.58
U000001,2018-05-24,20:57:04,1508.57,Food Delivery,Mobile,0,24.03
U000001,2018-08-02,00:57:18,1643.07,Apparel,Mobile,0,22.26
U000001,2018-08-16,22:00:44,1736.66,Apparel,Mobile,0,12.34
U000001,2018-08-28,00:47:26,2608.6,Food Delivery,Mobile,0,21.64
U000001,2018-08-28,22:15:48,2269.06,Apparel,PC,0,10.58
U000001,2018-08-30,23:54:54,2030.67,Apparel,PC,0,11.47
U000001,2018-09-04,01:40:43,1880.55,Apparel,Mobile,0,20.18
U000001,2018-09-13,20:25:56,2371.86,Apparel,Mobile,0,14.59
U000001,2018-09-15,01:33:21,3025.19,Food Delivery,Mobile,0,14.45
U000001,2018-09-18,00:48:41,1917.47,Food Delivery,Mobile,0,11.35
U000001,2018-09-22,22:03:42,952.73,Apparel,Tablet,0,22.27
U000001,2018-09-29,22:00:03,1648.9,Food Delivery,Mobile,0,11.7
U000001,2018-09-29,22:51:03,698.53,Food Delivery,Mobile,0,13.64
U000001,2018-10-06,00:59:15,2207.2,Food Delivery,Mobile,0,13.36
U000001,2018-10-09,20:24:14,1958.41,Food Delivery,Mobile,0,12.52
U000001,2018-10-09,20:36:27,2626.0,Food Delivery,Mobile,0,12.76
U000001,2018-10-09,21:38:23,2162.67,Apparel,Mobile,0,14.93
U000001,2018-10-11,00:36:41,2259.27,Food Delivery,Mobile,0,11.26
U000001,2018-10-11,01:15:03,2014.75,Food Delivery,Mobile,0,24.22
U000001,2018-10-18,00:04:31,3581.52,Apparel,Mobile,0,13.14
U000001,2018-11-03,21:11:10,2683.26,Food Delivery,PC,0,14.78
U000001,2018-11-06,22:51:51,391.97,Apparel,Mobile,0,12.06
U000001,2018-11-15,01:52:47,1275.96,Apparel,Mobile,0,13.49
U000001,2018-11-20,21:44:26,1601.78,Food Delivery,Mobile,0,12.87
U000001,2018-11-20,22:39:09,1261.19,Food Delivery,Mobile,0,21.39
U000001,2018-11-20,22:39:35,1891.42,Apparel,PC,0,14.78
U000001,2018-12-11,00:38:12,2066.66,Food Delivery,PC,0,13.19
U000001,2018-12-11,20:55:17,2911.28,Apparel,Mobile,0,10.86
U000001,2018-12-11,22:54:27,2195.53,Apparel,Mobile,0,13.1
U000001,2018-12-15,23:26:04,1472.86,Apparel,Mobile,0,10.64
U000001,2018-12-18,00:16:15,1659.09,Apparel,Mobile,0,12.82
U000001,2018-12-20,22:05:04,1249.36,Apparel,Mobile,0,12.49
U000001,2018-12-22,20:04:39,544.07,Food Delivery,Mobile,0,11.71
U000001,2018-12-25,22:01:30,2200.08,Apparel,Mobile,0,14.79
U000001,2018-12-25,23:53:31,2030.35,Apparel,Mobile,0,14.8
U000001,2019-01-05,22:21:04,1978.79,Apparel,Mobile,0,14.28
U000001,2019-01-10,23:00:23,2150.35,Apparel,Mobile,0,11.08
U000001,2019-02-02,01:56:06,1074.08,Food Delivery,Mobile,0,10.7
U000001,2019-02-12,21:40:11,1392.09,Food Delivery,Mobile,0,12.91
U000001,2019-02-14,21:23:21,2214.17,Food Delivery,Mobile,0,11.57
U000001,2019-02-14,22:20:32,1911.49,Apparel,Tablet,0,10.94
U000001,2019-02-16,22:40:58,2314.39,Food Delivery,Mobile,0,13.04
U000001,2019-02-19,22:15:14,1967.27,Food Delivery,Mobile,0,14.87
U000001,2019-02-23,00:25:22,3022.98,Food Delivery,Mobile,0,10.82
U000001,2019-02-28,00:29:40,2632.13,Apparel,Mobile,0,15.0
U000001,2019-03-21,22:15:23,1914.75,Food Delivery,Mobile,0,10.53
U000001,2019-03-23,23:26:49,1964.95,Apparel,Mobile,0,12.63
U000001,2019-03-28,21:42:48,1150.09,Apparel,Tablet,0,10.92
U000001,2019-03-30,01:44:08,100.0,Food Delivery,Mobile,0,13.04
U000001,2019-04-02,22:16:35,1992.91,Apparel,Mobile,0,13.17
U000001,2019-04-13,23:41:32,1055.45,Food Delivery,Mobile,0,10.77
U000001,2019-04-16,23:36:55,2222.8,Food Delivery,Mobile,0,12.75
U000001,2019-04-18,22:28:35,2207.95,Food Delivery,Mobile,0,12.22
U000001,2019-04-25,00:57:07,2489.67,Food Delivery,PC,0,24.88
U000001,2019-04-30,20:04:15,2682.47,Apparel,Mobile,0,13.99
U000001,2019-05-02,00:03:14,2272.26,Apparel,Mobile,0,12.66
U000001,2019-05-07,23:43:12,2892.71,Apparel,Mobile,0,13.77
U000001,2019-05-14,21:35:40,2628.24,Apparel,Mobile,0,13.76
U000001,2019-05-16,22:01:06,2285.63,Food Delivery,Mobile,0,13.94
U000001,2019-05-21,22:36:13,2679.3,Apparel,Mobile,0,13.93
U000001,2019-05-21,23:11:26,2059.3,Food Delivery,Tablet,0,13.77
U000001,2019-05-21,23:28:17,1486.16,Apparel,Mobile,0,11.45
U000001,2019-05-28,21:14:16,2169.15,Apparel,Mobile,0,10.85
U000001,2019-05-28,22:55:15,1936.12,Food Delivery,Mobile,0,10.05
U000001,2019-06-04,22:25:30,1429.05,Apparel,Mobile,0,14.02
U000001,2019-06-06,20:38:29,2136.99,Food Delivery,Mobile,0,21.11
U000001,2019-06-08,20:49:59,2446.44,Food Delivery,Mobile,0,13.78
U000001,2019-06-15,22:15:53,1718.34,Food Delivery,Mobile,0,14.48
U000001,2019-06-22,23:20:09,682.24,Apparel,Mobile,0,24.5
U000001,2019-06-27,00:42:24,2538.17,Food Delivery,Mobile,0,13.14
U000001,2019-07-02,23:14:01,1006.27,Food Delivery,Mobile,0,14.29
U000001,2019-07-04,23:04:58,1064.91,Apparel,Mobile,0,14.79
U000001,2019-07-06,23:46:05,2412.9,Apparel,Mobile,0,14.51
U000001,2019-07-16,22:34:42,1433.87,Apparel,Mobile,0,24.45
U000001,2019-07-25,22:42:05,2038.1,Apparel,Tablet,0,12.84
U000001,2019-08-10,01:26:03,2480.31,Food Delivery,Mobile,0,10.01
U000001,2019-08-27,01:16:46,1773.85,Apparel,Mobile,0,10.44
U000001,2019-08-31,22:27:24,2522.71,Apparel,Tablet,0,13.69
U000001,2019-09-03,21:16:42,2107.93,Apparel,Mobile,0,10.24
U000001,2019-09-19,22:35:48,3399.58,Food Delivery,Mobile,0,13.65
U000001,2019-09-24,22:36:37,1556.9,Food Delivery,Mobile,0,22.91
U000001,2019-10-03,00:48:52,3148.34,Food Delivery,Mobile,0,13.56
U000001,2019-10-05,22:40:59,2444.71,Apparel,Mobile,0,10.88
U000001,2019-10-08,23:45:25,1924.11,Apparel,Mobile,0,13.36
U000001,2019-10-10,22:47:26,2763.86,Apparel,Mobile,0,11.09
U000001,2019-10-31,00:17:06,958.35,Food Delivery,PC,0,23.25
U000001,2019-10-31,22:37:08,3113.91,Apparel,Mobile,0,22.44
U000001,2019-10-31,23:26:18,1869.08,Food Delivery,Mobile,0,14.37
U000001,2019-11-09,21:10:38,2443.65,Apparel,Mobile,0,14.59
U000001,2019-11-21,22:47:39,1642.87,Apparel,PC,0,14.99
U000001,2019-11-23,00:10:09,1813.67,Apparel,Mobile,0,11.31
U000001,2019-12-07,21:36:51,2221.8,Food Delivery,PC,0,14.46
U000001,2019-12-12,23:23:15,1116.4,Food Delivery,Mobile,0,10.42
U000001,2019-12-14,21:56:41,2240.29,Apparel,Mobile,0,13.04
U000001,2019-12-17,21:26:20,1710.74,Apparel,Mobile,0,10.85
U000001,2019-12-28,23:55:43,1922.52,Apparel,Mobile,0,12.38
U000001,2020-01-14,23:18:59,2442.47,Food Delivery,Mobile,0,13.26
U000001,2020-01-14,23:47:58,1568.47,Food Delivery,Mobile,0,14.72
U000001,2020-01-18,23:12:07,1568.51,Food Delivery,Mobile,0,11.92
U000001,2020-01-28,22:30:13,2215.16,Apparel,Mobile,0,20.81
U000001,2020-02-22,01:45:21,2832.14,Apparel,PC,0,10.89
U000001,2020-02-22,01:55:38,1851.03,Food Delivery,Mobile,0,11.43
U000001,2020-03-10,01:34:38,2007.09,Food Delivery,Mobile,0,13.08
U000001,2020-03-10,20:19:53,1992.18,Apparel,Mobile,0,11.92
U000001,2020-03-14,20:41:36,2126.28,Apparel,Mobile,0,11.53
U000001,2020-03-14,22:31:56,1803.97,Apparel,Mobile,0,10.2
U000001,2020-03-26,00:29:38,1476.23,Food Delivery,Mobile,0,14.94
U000001,2020-03-28,22:03:17,1513.44,Apparel,PC,0,11.39
U000001,2020-04-02,22:21:41,1504.1,Food Delivery,Mobile,0,23.57
U000001,2020-04-11,23:04:45,1080.86,Apparel,Mobile,0,14.59
U000001,2020-04-21,23:09:34,1862.53,Food Delivery,Mobile,0,11.56
U000001,2020-05-07,21:41:26,2276.11,Food Delivery,Mobile,0,10.53
U000001,2020-05-23,22:55:28,2365.48,Apparel,PC,0,10.68
U000001,2020-05-26,23:02:46,2175.03,Apparel,PC,0,20.2
U000001,2020-05-28,23:21:01,1672.99,Apparel,Mobile,0,14.96
U000001,2020-05-28,23:28:39,2467.26,Apparel,Mobile,0,14.67
U000001,2020-05-30,22:12:57,1855.36,Food Delivery,Mobile,0,23.46
U000001,2020-05-30,23:30:21,2380.87,Food Delivery,Mobile,0,10.48
U000001,2020-06-04,22:16:17,1473.2,Apparel,Mobile,0,14.01
U000001,2020-06-20,20:51:59,3181.69,Food Delivery,Mobile,0,21.62
U000001,2020-06-23,00:07:50,2573.78,Food Delivery,Mobile,0,11.24
U000001,2020-06-25,20:28:35,933.08,Food Delivery,Mobile,0,14.91
U000001,2020-06-27,20:46:09,1661.77,Apparel,Mobile,0,11.57
U000001,2020-07-07,22:45:51,3118.05,Apparel,Mobile,0,20.45
U000001,2020-07-11,00:43:02,1530.86,Food Delivery,PC,0,10.86
U000001,2020-07-18,23:14:10,1327.46,Food Delivery,Mobile,0,20.13
U000001,2020-08-06,22:31:42,3245.76,Apparel,Mobile,0,10.3
U000001,2020-08-15,00:59:53,2967.99,Apparel,PC,0,14.77
U000001,2020-08-25,21:43:21,1467.87,Apparel,Mobile,0,15.0
U000001,2020-09-01,22:51:57,2014.85,Apparel,Mobile,0,10.53
U000001,2020-09-05,22:33:10,2137.71,Food Delivery,Mobile,0,14.4
U000001,2020-09-19,22:35:03,2100.67,Food Delivery,Mobile,0,14.33
U000001,2020-10-06,23:19:09,1913.45,Apparel,Tablet,0,12.71
U000001,2020-10-10,00:21:01,2824.0,Apparel,Mobile,0,10.99
U000001,2020-10-13,22:36:57,2706.31,Apparel,Mobile,0,11.46
U000001,2020-10-15,01:34:59,2762.78,Apparel,Mobile,0,12.33
U000001,2020-10-24,23:07:23,2175.51,Food Delivery,Mobile,0,24.44
U000001,2020-10-24,23:36:00,1925.01,Apparel,Mobile,0,12.65
U000001,2020-11-10,01:05:53,2839.94,Food Delivery,Mobile,0,20.62
U000001,2020-11-10,23:22:11,1837.67,Apparel,Mobile,0,24.72
U000001,2020-11-12,00:54:04,1480.53,Food Delivery,Mobile,0,10.85
U000001,2020-11-14,01:10:32,2606.31,Apparel,Mobile,0,14.07
U000001,2020-11-14,23:47:04,3399.93,Food Delivery,Mobile,0,12.84
U000001,2020-11-19,00:31:53,2107.27,Apparel,Mobile,0,21.83
U000001,2020-11-24,23:27:36,1651.86,Food Delivery,Mobile,0,13.2
U000001,2020-11-28,21:53:28,1317.38,Apparel,Mobile,0,14.38
U000001,2020-12-08,23:04:07,2735.87,Apparel,Mobile,0,11.49
U000001,2020-12-12,21:28:50,1856.68,Apparel,Mobile,0,11.54
U000001,2020-12-15,22:27:06,2295.68,Apparel,Mobile,0,24.99
U000001,2020-12-29,22:53:14,1463.4,Food Delivery,Mobile,0,10.28
U000001,2020-12-31,23:20:23,2244.89,Food Delivery,Mobile,0,11.87
U000001,2021-01-09,22:11:33,2491.23,Apparel,Mobile,0,11.25
U000001,2021-01-19,22:41:32,1965.58,Food Delivery,Mobile,0,10.06
U000001,2021-01-21,00:20:24,2671.58,Apparel,Mobile,0,20.28
U000001,2021-01-21,00:46:37,1984.71,Apparel,PC,0,12.05
U000001,2021-01-28,23:14:31,2086.45,Apparel,Mobile,0,10.26
U000001,2021-02-04,22:16:41,1802.23,Food Delivery,Mobile,0,14.55
U000001,2021-02-16,22:50:59,1981.15,Apparel,Mobile,0,12.52
U000001,2021-02-23,21:25:15,1965.03,Apparel,Mobile,0,10.43
U000001,2021-03-02,22:43:48,1934.37,Apparel,Mobile,0,10.95
U000001,2021-03-09,23:09:40,2618.8,Food Delivery,Mobile,0,10.41
U000001,2021-03-13,00:18:02,2099.41,Food Delivery,Mobile,0,24.7
U000001,2021-03-13,00:39:55,2082.01,Food Delivery,Mobile,0,14.69
U000001,2021-03-18,23:34:23,3060.01,Apparel,Mobile,0,13.27
U000001,2021-04-06,22:02:24,2625.44,Food Delivery,Mobile,0,13.57
U000001,2021-04-22,22:11:02,1689.34,Food Delivery,Mobile,0,20.99
U000001,2021-04-24,21:45:00,3618.57,Food Delivery,Mobile,0,14.44
U000001,2021-04-27,23:26:19,2226.67,Apparel,PC,0,11.15
U000001,2021-04-29,22:17:09,1679.29,Food Delivery,Mobile,0,14.32
U000001,2021-05-04,22:24:53,2355.07,Food Delivery,PC,0,10.05
